HEADER	3	3	18	9	27		
BOM	0	0	10				
BOM	0	1	10				
BOM	0	2	10				
BOM	1	0	10				
BOM	1	1	10				
BOM	1	2	10				
BOM	2	0	10				
BOM	2	1	10				
BOM	2	2	10				
COMBI	0	0	0	0			
COMBI	0	0	1	30			
COMBI	0	0	2	20			
COMBI	0	1	0	30			
COMBI	0	1	1	0			
COMBI	0	1	2	20			
COMBI	0	2	0	10			
COMBI	0	2	1	30			
COMBI	0	2	2	0			
COMBI	1	0	0	0			
COMBI	1	0	1	30			
COMBI	1	0	2	20			
COMBI	1	1	0	30			
COMBI	1	1	1	0			
COMBI	1	1	2	20			
COMBI	1	2	0	10			
COMBI	1	2	1	30			
COMBI	1	2	2	0			
COMBI	2	0	0	0			
COMBI	2	0	1	30			
COMBI	2	0	2	20			
COMBI	2	1	0	30			
COMBI	2	1	1	0			
COMBI	2	1	2	20			
COMBI	2	2	0	10			
COMBI	2	2	1	30			
COMBI	2	2	2	0			
ORDER	0	0	0	20	1	100	1000
ORDER	1	0	0	20	1	100	1000
ORDER	2	0	0	40	1	100	1000
ORDER	3	0	0	40	1	100	1000
ORDER	4	0	0	60	1	100	1000
ORDER	5	0	0	60	1	100	1000
ORDER	6	0	0	60	1	100	1000
ORDER	7	0	0	60	1	100	1000
ORDER	8	0	0	80	1	100	1000
ORDER	9	1	0	10	1	100	1000
ORDER	10	1	0	20	1	100	1000
ORDER	11	1	0	30	1	100	1000
ORDER	12	1	0	40	1	100	1000
ORDER	13	1	0	50	1	100	1000
ORDER	14	1	0	60	1	100	1000
ORDER	15	2	0	10	1	100	1000
ORDER	16	2	0	20	1	100	1000
ORDER	17	2	0	30	1	100	1000
