177	1	2	2	487
118	0	11	11	407
139	1	487	487	1651
184	1	1651	2099	5003
47	1	5003	5003	7379
107	0	407	5664	7330
149	0	7330	16380	17007
88	1	7379	13915	16534
54	0	17007	22264	22502
129	0	22502	22502	22978
115	1	16534	16913	18447
61	0	22978	32028	32688
182	1	18447	18447	18860
90	1	18860	19041	21660
180	0	32688	32688	33249
138	1	21660	22039	22511
171	1	22511	22692	23080
187	1	23080	23528	25508
66	1	25508	32044	34372
186	1	34372	34751	36285
167	1	36285	36466	37727
105	0	33249	33249	34041
85	1	37727	38106	39581
10	0	34041	39298	39655
81	1	39581	39762	42575
100	0	39655	48705	49167
86	1	42575	42954	44665
75	1	44665	44846	46592
112	0	49167	49167	49992
119	1	46592	46592	47756
143	0	49992	55249	56796
70	0	56796	65846	66110
163	1	47756	47756	47950
83	1	47950	48329	49686
24	0	66110	71367	73866
185	1	49686	49867	52777
102	1	52777	52777	54232
23	1	54232	54232	55590
43	1	55590	55969	57326
189	1	57326	57326	58978
169	1	58978	62849	66413
124	0	73866	73866	75770
104	1	66413	66413	69185
34	1	69185	75721	78146
151	0	75770	75770	77793
15	0	77793	77793	80173
19	1	78146	78146	79989
25	1	79989	79989	81056
57	1	81056	81435	82379
109	1	82379	82560	84403
77	1	84403	84851	85643
144	1	85643	92841	94139
63	1	94139	94320	95193
181	1	95193	95641	97093
27	1	97093	103629	105181
64	1	105181	105629	108929
13	1	108929	115465	117696
79	1	117696	117696	118278
103	1	118278	118726	121498
84	1	121498	128696	128932
53	1	128932	128932	129345
116	1	129345	129345	129522
192	1	129522	133393	136825
120	1	136825	144023	144141
128	1	144141	148012	149200
193	1	149200	155736	156415
147	0	80173	89223	89454
31	1	156415	156863	158579
145	1	158579	165777	166839
44	0	89454	89454	89520
195	0	89520	94777	95253
175	0	95253	104303	105227
42	0	105227	110484	114054
178	0	114054	123104	123632
22	1	166839	167020	167311
155	1	167311	167311	168863
41	1	168863	168863	169154
153	1	169154	169602	171318
6	1	171318	177854	178339
125	1	178339	178339	179697
168	1	179697	180076	180489
101	0	123632	123632	124523
65	1	180489	180670	183192
135	1	183192	183571	184220
92	0	124523	129780	131327
123	1	184220	184220	185872
17	0	131327	131327	132755
45	1	185872	185872	186049
62	1	186049	186230	187491
68	1	187491	187939	189259
87	1	189259	195795	196571
21	1	196571	197019	199923
91	1	199923	206459	208593
188	1	208593	208972	209857
196	0	132755	141805	142531
158	1	209857	209857	210329
36	1	210329	214200	216180
141	0	142531	147788	149097
37	1	216180	222716	224753
49	1	224753	225201	226785
106	1	226785	233983	235163
164	0	149097	158147	158939
73	1	235163	235163	236048
113	1	236048	239919	240447
32	1	240447	240447	241503
51	0	158939	164196	164672
33	1	241503	248039	248233
166	1	248233	248681	249341
12	1	249341	256539	258309
170	0	164672	164672	166576
99	1	258309	258490	258878
183	1	258878	258878	259848
197	1	259848	259848	262467
28	1	262467	262915	263311
5	1	263311	263311	265687
93	1	265687	272223	273290
30	0	166576	166576	168837
78	1	273290	273290	275327
172	0	168837	177887	178118
52	1	275327	275775	278679
67	1	278679	278679	282639
95	0	178118	183375	185517
173	0	185517	194567	194963
74	1	282639	289837	290899
4	1	290899	291080	292826
97	1	292826	293274	296970
108	1	296970	303506	304670
29	1	304670	304670	306416
174	1	306416	306416	306513
140	0	194963	194963	195557
176	0	195557	195557	196382
136	1	306513	306892	307482
110	1	307482	311353	312013
122	1	312013	318549	320489
55	1	320489	320868	321104
9	1	321104	321104	321871
80	1	321871	321871	323346
194	1	323346	327217	329065
39	1	329065	336263	337856
159	1	337856	338037	339104
1	0	196382	201639	202710
94	1	339104	339104	340753
111	1	340753	341201	342125
127	1	342125	342125	345425
3	1	345425	345425	349121
132	0	202710	211760	211925
72	0	211925	217182	219919
8	1	349121	356319	356555
76	1	356555	360426	361746
114	1	361746	368944	370360
160	1	370360	370360	370537
157	1	370537	374408	377972
162	0	219919	228969	229629
14	1	377972	385170	386940
156	1	386940	386940	387648
89	1	387648	387829	388508
46	1	388508	388508	390739
58	1	390739	391118	392888
38	1	392888	396759	397551
152	1	397551	397551	399135
11	1	399135	399135	402963
0	1	402963	409499	409887
130	1	409887	409887	412215
7	1	412215	412215	413476
35	1	413476	413924	416036
150	1	416036	416036	417356
165	0	229629	234886	236195
117	1	417356	424554	425616
71	1	425616	425797	426185
179	1	426185	426185	428028
131	1	428028	428476	430588
121	0	236195	236195	236433
154	1	430588	437124	437997
133	1	437997	438445	439105
190	1	439105	446303	446539
20	1	446539	450410	451994
161	0	236433	245483	246440
50	1	451994	451994	455294
146	1	455294	455294	459122
137	0	246440	251697	253601
96	0	253601	262651	262783
142	0	262783	262783	262816
26	1	459122	466320	467736
18	1	467736	467917	468111
60	1	468111	468490	469965
40	0	262816	262816	263047
148	1	469965	473836	477796
48	1	477796	477796	478720
56	0	263047	263047	263608
198	0	263608	263608	264466
69	1	478720	485918	486626
126	1	486626	486626	488042
2	1	488042	491913	494553
82	1	494553	501089	502932
59	1	502932	503380	505888
98	0	264466	269723	271032
191	1	505888	512424	513879
134	1	513879	513879	515722
199	1	515722	515722	517662
16	1	517662	518041	519398
