76	0	4	4	224
91	0	224	891	1899
14	0	1899	2566	2766
24	0	2766	2766	2926
88	0	2926	3593	4790
48	0	4790	5457	5557
72	0	5557	6079	6299
13	0	6299	6821	7061
89	0	7061	7728	8988
53	0	8988	9016	9214
82	0	9214	9242	9368
92	0	9368	9368	9998
33	0	9998	10665	10705
95	0	10705	11372	11876
56	0	11876	12543	12883
12	0	12883	13550	14243
34	0	14243	14243	15314
77	0	15314	15342	15562
26	0	15562	16084	16364
3	0	16364	16886	17018
28	0	17018	17540	17820
5	0	17820	18342	18562
98	0	18562	19084	19144
30	0	19144	19811	20315
41	0	20315	20982	21262
81	0	21262	21262	21542
19	0	21542	22064	22306
64	0	22306	22334	22523
73	0	22523	23190	23290
62	0	23290	23290	23330
50	0	23330	23997	24879
1	0	24879	25546	25686
0	0	25686	26353	27424
86	0	27424	27452	27694
99	0	27694	28216	28576
17	0	28576	29243	30440
21	0	30440	30440	30629
85	0	30629	31296	31336
15	0	31336	31858	32298
43	0	32298	32326	32893
7	0	32893	32921	33317
80	0	33317	33345	34038
31	0	34038	34038	34416
78	0	34416	34416	35361
23	0	35361	35361	35802
32	0	35802	36469	36589
55	0	36589	37111	37485
45	0	37485	38007	38407
94	0	38407	38407	38707
16	0	38707	38707	38927
38	0	38927	38927	39247
59	0	39247	39914	40418
10	0	40418	41085	41445
44	0	41445	41445	41745
58	0	41745	41745	42045
36	0	42045	42712	42838
27	0	42838	43505	43625
46	0	43625	44292	44859
4	0	44859	44887	45239
75	0	45239	45761	46141
52	0	46141	46141	46501
25	0	46501	47023	47243
93	0	47243	47271	48090
70	0	48090	48118	48316
66	0	48316	48838	48978
11	0	48978	49500	49522
61	0	49522	50044	50084
22	0	50084	50084	50224
63	0	50224	50746	51164
67	0	51164	51192	51948
8	0	51948	52615	52695
74	0	52695	53362	53425
65	0	53425	53453	53607
42	0	53607	53607	53695
90	0	53695	53695	53805
97	0	53805	54327	54607
49	0	54607	54607	54987
37	0	54987	55654	56410
84	0	56410	57077	57177
79	0	57177	57177	57417
60	0	57417	57417	57517
40	0	57517	58039	58237
35	0	58237	58265	59525
47	0	59525	59553	59663
68	0	59663	59663	59707
57	0	59707	59735	60302
54	0	60302	60969	61229
2	0	61229	61229	61549
87	0	61549	62216	63035
51	0	63035	63035	63224
6	0	63224	63891	63971
83	0	63971	64493	64867
39	0	64867	65389	65669
96	0	65669	66336	67155
69	0	67155	67822	68142
29	0	68142	68664	68884
18	0	68884	68884	69126
20	0	69126	69648	70028
71	0	70028	70550	70792
9	0	70792	70792	70858
