HEADER	1	3	100	3	9		
BOM	0	0	22				
BOM	1	0	20				
BOM	2	0	63				
COMBI	0	0	0	0			
COMBI	0	0	1	522			
COMBI	0	0	2	28			
COMBI	0	1	0	522			
COMBI	0	1	1	0			
COMBI	0	1	2	667			
COMBI	0	2	0	28			
COMBI	0	2	1	667			
COMBI	0	2	2	0			
ORDER	0	2	1991	28103	17	7820	1735
ORDER	1	1	1941	29350	7	1911	8367
ORDER	2	1	10529	27101	16	4368	9984
ORDER	3	0	1136	25914	6	1062	6768
ORDER	4	0	4636	27584	16	2832	9797
ORDER	5	0	1147	29339	10	1770	1435
ORDER	6	1	12159	26056	4	1092	6490
ORDER	7	0	2946	15016	18	3186	3782
ORDER	8	1	5936	20955	4	1092	6134
ORDER	9	0	18986	29069	3	531	3192
ORDER	10	1	3964	14064	18	4914	7306
ORDER	11	0	5266	28552	1	177	3465
ORDER	12	2	756	17047	11	5060	639
ORDER	13	1	134	29956	12	3276	7540
ORDER	14	1	26	29993	10	2730	6062
ORDER	15	0	2836	29706	20	3540	5923
ORDER	16	1	3682	26928	11	3003	1765
ORDER	17	2	2522	21449	19	8740	2461
ORDER	18	0	15260	28589	11	1947	8690
ORDER	19	0	1397	28991	11	1947	1445
ORDER	20	1	17211	28615	19	5187	4578
ORDER	21	2	2646	26783	3	1380	4863
ORDER	22	1	5396	16375	7	1911	3292
ORDER	23	2	3177	26886	7	3220	274
ORDER	24	1	30	29821	8	2184	7787
ORDER	25	0	5027	27684	10	1770	5975
ORDER	26	1	1031	24844	14	3822	151
ORDER	27	1	4469	21528	6	1638	7766
ORDER	28	1	1145	29054	14	3822	2291
ORDER	29	0	14733	29970	10	1770	7693
ORDER	30	2	1218	27669	8	3680	8651
ORDER	31	2	3143	21216	6	2760	9999
ORDER	32	1	3263	20544	6	1638	8478
ORDER	33	1	387	22532	2	546	107
ORDER	34	2	859	17691	17	7820	7308
ORDER	35	2	9462	22561	20	9200	1052
ORDER	36	2	4284	20765	2	920	1547
ORDER	37	2	7832	20096	12	5520	6416
ORDER	38	1	3767	21693	16	4368	7257
ORDER	39	1	13828	23974	14	3822	9645
ORDER	40	0	9009	29647	9	1593	2884
ORDER	41	1	1238	18385	14	3822	9631
ORDER	42	0	6999	23896	4	708	3683
ORDER	43	2	2846	12944	9	4140	4910
ORDER	44	1	4079	18197	15	4095	9595
ORDER	45	1	3407	14750	20	5460	6988
ORDER	46	2	4570	29394	9	4140	7353
ORDER	47	0	9768	29903	5	885	5358
ORDER	48	1	32	29898	5	1365	4176
ORDER	49	1	7584	24140	19	5187	9436
ORDER	50	2	1932	29472	14	6440	6238
ORDER	51	2	11999	28497	3	1380	9711
ORDER	52	1	4799	24662	18	4914	3467
ORDER	53	0	216	27479	9	1593	2805
ORDER	54	1	10230	24999	13	3549	5225
ORDER	55	0	3294	25751	17	3009	5784
ORDER	56	1	750	17631	17	4641	5172
ORDER	57	2	10210	26531	9	4140	6560
ORDER	58	1	4128	29274	15	4095	7659
ORDER	59	2	3827	25474	8	3680	8972
ORDER	60	1	8565	23570	5	1365	6057
ORDER	61	1	5298	23237	2	546	2100
ORDER	62	1	1631	28026	2	546	480
ORDER	63	0	5862	20040	19	3363	8193
ORDER	64	2	1539	28460	3	1380	9173
ORDER	65	0	6658	26801	7	1239	1531
ORDER	66	1	5120	17724	7	1911	9874
ORDER	67	2	5866	27607	12	5520	7498
ORDER	68	0	9845	26793	2	354	698
ORDER	69	1	14549	25842	16	4368	6875
ORDER	70	0	5111	28249	9	1593	6168
ORDER	71	0	17791	29684	11	1947	2951
ORDER	72	0	127	29980	10	1770	9238
ORDER	73	1	1544	29840	5	1365	2237
ORDER	74	2	6582	21627	1	460	7315
ORDER	75	1	4649	20651	19	5187	4956
ORDER	76	1	4	24296	11	3003	6125
ORDER	77	0	912	12304	10	1770	1989
ORDER	78	2	3146	26516	15	6900	1517
ORDER	79	1	8512	24454	12	3276	5743
ORDER	80	2	3098	28800	11	5060	2797
ORDER	81	1	1306	27340	14	3822	1054
ORDER	82	2	245	29863	2	920	3166
ORDER	83	0	12380	23867	17	3009	9016
ORDER	84	1	7887	21085	5	1365	7748
ORDER	85	1	2723	26017	2	546	363
ORDER	86	0	2260	27065	11	1947	5599
ORDER	87	2	10757	22090	13	5980	8284
ORDER	88	2	31	10932	19	8740	3708
ORDER	89	2	211	29873	20	9200	1297
ORDER	90	0	7047	27558	5	885	9276
ORDER	91	2	9	29272	16	7360	5721
ORDER	92	2	297	21195	10	4600	4157
ORDER	93	2	5066	27067	13	5980	2512
ORDER	94	1	3516	20293	15	4095	7403
ORDER	95	2	444	28872	8	3680	4014
ORDER	96	2	13956	27596	13	5980	16
ORDER	97	1	7344	18272	14	3822	1044
ORDER	98	1	1150	19780	3	819	8623
ORDER	99	1	2368	26644	18	4914	7167
